customer_id,customer_name,gender,age,city,join_date,customer_type
C00902,Dipta Behl,Male,47.0,Bangalore,2024-11-23,New
C00903,Ishwar Barad,Female,21.0,Chennai,2023-09-17,New
C00904,Yashasvi Ramakrishnan,Male,59.0,Pune,2023-06-19,New
C00905,Banjeet Singhal,Male,42.0,Ahmedabad,2024-09-05,New
C00906,Garima Goyal,Female,60.0,Ahmedabad,2025-03-03,Returning
C00907,Garima Mannan,Male,35.0,Ahmedabad,2024-03-03,New
C00908,Ojas Ray,Male,28.0,Chennai,2026-01-15,New
C00909,Kritika Shroff,Female,38.0,Hyderabad,2024-10-28,New
C00910,Ekanta Parmer,Female,44.0,Delhi,2023-08-23,New
C00911,Anthony Mitter,Male,44.0,Chennai,2026-04-07,New
C00912,Arin Chhabra,Female,54.0,Bangalore,2023-07-26,Returning
C00913,Eshana Jha,Male,65.0,Hyderabad,2025-03-22,New
C00914,Theodore Loyal,Male,35.0,Hyderabad,2023-07-02,New
C00915,Dev Maharaj,Male,21.0,Delhi,2025-10-02,New
C00916,Orinder Raju,Male,36.0,,2025-10-17,New
C00917,Pranav Rastogi,Male,51.0,Bangalore,2025-08-01,New
C00918,Nandini Bajaj,Female,19.0,Kolkata,2023-09-21,Returning
C00919,Manthan Pandey,Female,26.0,Pune,2024-08-26,Returning
C00920,Keya Ravel,Male,51.0,Kolkata,2024-10-22,New
C00921,Leena Brar,Female,55.0,Hyderabad,2023-06-13,New
C00922,Chasmum Garde,Male,26.0,Ahmedabad,2025-10-23,New
C00923,Sai Bhargava,Male,58.0,Chennai,2025-11-06,New
C00924,Kai Dugal,Male,65.0,Mumbai,2024-04-11,New
C00925,Laksh Issac,Female,48.0,Kolkata,2026-05-31,Returning
C00926,Anusha Devan,Female,45.0,Kolkata,2024-11-28,New
C00927,Hema Rau,Female,18.0,,2025-02-09,Returning
C00928,Anya Korpal,Female,40.0,Pune,2025-10-30,New
C00929,Amruta Chad,Male,20.0,Bangalore,2024-08-23,Returning
C00930,Patrick Sabharwal,Male,22.0,Chennai,2025-05-31,New
C00931,Divya Soman,Female,24.0,Chennai,2025-04-03,New
C00932,Wridesh Chokshi,Female,28.0,Bangalore,2024-02-17,New
C00933,Chameli Palla,Female,48.0,MUMBAI,2024-02-02,New
C00934,Akshay Saraf,Male,53.0,Pune,2025-09-29,New
C00935,Samaksh Vala,Female,18.0,Delhi,2026-02-16,New
C00936,Dayita Saran,Female,61.0,Mumbai,2026-05-06,Returning
C00937,Adweta Dutta,Male,19.0,Ahmedabad,2024-07-31,Returning
C00938,Mahika Baral,Female,37.0,Ahmedabad,2025-06-11,New
C00939,Eesha Behl,Female,56.0,Delhi,2023-07-11,New
C00940,Samarth Venkatesh,Female,21.0,Pune,2024-04-28,Returning
C00941,Upma Bansal,Female,52.0,Chennai,2024-07-20,New
C00942,Deepa Narayanan,Female,31.0,Ahmedabad,2024-07-28,New
C00943,Shivani Bhandari,Female,58.0,Pune,2025-02-13,Returning
C00944,Agastya Sidhu,Male,52.0,MUMBAI,2025-03-23,Returning
C00945,Zansi Bava,Male,35.0,Bangalore,2025-07-26,Returning
C00946,Deepa Char,Female,56.0,Chennai,2025-07-25,Returning
C00947,Jeevika Prabhu,Male,57.0,Bangalore,2023-11-03,New
C00948,Vihaan Rajagopalan,Female,53.0,Ahmedabad,2023-11-04,New
C00949,Farhan Kanda,Male,61.0,Chennai,2024-06-12,Returning
C00950,Ubika Kuruvilla,Male,44.0,Kolkata,2023-10-10,New
C00951,Sathvik Pau,Male,49.0,Chennai,2023-06-13,Returning
C00952,Faras Dave,Female,46.0,Pune,2024-11-01,New
C00953,Gautami Jayaraman,Female,50.0,Kolkata,2025-11-16,New
C00954,Sarthak Nazareth,Female,52.0,Hyderabad,2024-03-03,New
C00955,Patrick Ravel,Male,65.0,Kolkata,2024-01-03,New
C00956,Ekalinga Mistry,Male,48.0,Mumbai,2026-01-18,Returning
C00957,Jalsa Ramaswamy,Male,27.0,Bangalore,2026-04-11,Returning
C00958,Gautami Shetty,Female,19.0,Chennai,2025-11-21,Returning
C00959,Rohan Kumar,Female,43.0,Pune,2024-10-12,Returning
C00960,Naveen Patel,Female,53.0,Delhi,2025-12-03,New
C00961,Shravya Doctor,Male,27.0,Pune,2024-05-14,New
C00962,Aarna Dua,Female,19.0,Pune,2026-05-12,Returning
C00963,Aishani Dora,Male,39.0,Bangalore,2025-12-03,New
C00964,Meera Taneja,Female,32.0,Ahmedabad,2023-11-08,New
C00965,Advaith Biswas,Female,65.0,Delhi,2024-12-26,New
C00966,Ubika Ramanathan,Female,52.0,Bangalore,2024-10-13,New
C00967,Osha Shukla,Male,39.0,Chennai,2026-01-19,New
C00968,Gaurangi Chandra,Female,54.0,Bangalore,2023-11-14,New
C00969,Lavanya Mody,Female,65.0,Kolkata,2026-05-21,New
C00970,Harinakshi Samra,Female,40.0,Chennai,2026-05-26,New
C00971,Bachittar Bobal,Male,38.0,Hyderabad,2026-03-16,New
C00972,Chandani Khalsa,Female,55.0,Chennai,2025-05-15,New
C00973,Siddharth Sood,Female,36.0,Pune,2024-04-26,New
C00974,Urvi Murthy,Male,56.0,Kolkata,2023-12-14,Returning
C00975,Mason Nanda,Female,39.0,Pune,2025-02-24,New
C00976,Nikita Vig,Male,64.0,Kolkata,2024-05-08,New
C00977,Radha Ramesh,Female,18.0,Mumbai,2025-03-03,Returning
C00978,Madhavi Wadhwa,Male,18.0,Hyderabad,2023-10-08,New
C00979,Mugdha Bhalla,Female,65.0,Kolkata,2025-02-02,New
C00980,Bhanumati Sarkar,Female,25.0,Hyderabad,2025-03-28,New
C00981,Yuvraj Rana,Female,45.0,Kolkata,2023-10-19,Returning
C00982,Gabriel Sarraf,Male,20.0,Mumbai,2023-08-17,New
C00983,Elijah Srinivas,Male,,Ahmedabad,2025-12-05,New
C00984,Vedika Saran,Female,,Ahmedabad,2025-09-14,Returning
C00985,Zansi Pal,Male,38.0,Ahmedabad,2024-05-22,Returning
C00986,Caleb Merchant,Female,44.0,Hyderabad,2025-10-03,New
C00987,Samesh Basak,Male,38.0,Chennai,2023-11-11,Returning
C00988,Warinder Bassi,Male,29.0,Pune,2023-09-17,Returning
C00989,Zansi Venkatesh,Male,49.0,Chennai,2025-10-16,New
C00990,Aarini Kothari,Female,59.0,Pune,2025-11-09,New
C00991,Ijaya Pingle,Female,65.0,Bangalore,2024-01-25,Returning
C00992,Vasatika Anand,Male,41.0,Hyderabad,2023-08-25,New
C00993,Chandani Manda,Female,47.0,Delhi,2025-11-23,Returning
C00994,Omya Ravel,Female,18.0,Kolkata,2025-01-25,New
C00995,Kai Datta,Female,43.0,Pune,2025-03-17,New
C00996,Anamika Baria,Male,33.0,Bangalore,2024-12-11,New
C00997,Urmi Kakar,Female,40.0,Kolkata,2025-12-11,Returning
C00998,Darpan Lala,Male,35.0,Delhi,2024-08-24,New
C00999,David Bedi,Female,48.0,Delhi,2025-01-12,New
C01000,Vedika Karan,Male,43.0,Delhi,2026-01-11,New
C01001,Forum Narula,Male,49.0,MUMBAI,2024-07-10,New
C01002,Saksham Dyal,Female,46.0,,2024-10-30,New
C01003,Pranit Suri,Male,44.0,Delhi,2026-01-20,New
C01004,Om Nair,Female,61.0,Pune,2024-04-16,New
C01005,Unnati Walla,Female,37.0,Delhi,2023-09-25,New
C01006,Xavier Savant,Male,19.0,Bangalore,2025-03-26,New
C01007,Aarini Dhawan,Female,47.0,Delhi,2025-09-13,New
C01008,Kavya Taneja,Female,29.0,Pune,2026-04-12,New
C01009,Jasmit Kar,Male,60.0,Hyderabad,2024-09-09,Returning
C01010,Balveer Mahajan,Female,53.0,Ahmedabad,2024-08-27,New
C01011,Wahab Om,Male,26.0,Hyderabad,2025-12-08,Returning
C01012,Zaitra Seth,Male,35.0,Kolkata,2023-11-06,New
C01013,Yuvraj Babu,Female,25.0,Pune,2026-03-27,New
C01014,Kevin Sankaran,Female,37.0,MUMBAI,2026-06-01,Returning
C01015,Nitesh Kulkarni,Male,45.0,Hyderabad,2026-05-26,New
C01016,Aahana Swaminathan,Female,21.0,Kolkata,2026-01-06,Returning
C01017,Chandresh Nayak,Female,24.0,Kolkata,2025-12-20,New
C01018,Hitesh Lanka,Male,18.0,mumbai,2024-03-15,Returning
C01019,Yatan Sama,Male,31.0,Hyderabad,2025-04-05,New
C01020,Aarav Balakrishnan,Female,29.0,Kolkata,2025-01-11,New
C01021,Shravya Roy,Female,65.0,Chennai,2023-10-10,New
C01022,Chasmum Sathe,Male,18.0,Bangalore,2025-04-27,New
C01023,Yug Sheth,Male,54.0,Pune,2025-09-03,New
C01024,Damyanti De,Male,62.0,mumbai,2023-07-09,Returning
C01025,Barkha Kade,Female,38.0,Ahmedabad,2025-06-10,Returning
C01026,Niharika Gade,Female,63.0,Mumbai,2024-06-06,New
C01027,Isha Chandra,Female,28.0,Bangalore,2024-12-07,New
C01028,Varsha Cheema,Female,53.0,Hyderabad,2025-09-15,Returning
C01029,Ekiya Shan,Female,58.0,Pune,2025-12-05,Returning
C01030,Lucky Walia,Male,40.0,Kolkata,2024-11-11,New
C01031,Oliver Ramesh,Female,64.0,Ahmedabad,2024-01-09,New
C01032,Charles Sha,Female,47.0,Mumbai,2023-08-27,New
C01033,Raagini Manne,Female,53.0,Kolkata,2023-06-22,Returning
C01034,Ayaan Rastogi,Male,65.0,Bangalore,2023-09-17,Returning
C01035,Aradhana Soman,Male,,Ahmedabad,2025-09-16,New
C01036,Omkaar Palla,Female,37.0,Pune,2023-12-21,Returning
C01037,Tarak Wali,Female,24.0,Bangalore,2024-07-20,Returning
C01038,Anay Acharya,Female,58.0,mumbai,2023-08-29,Returning
C01039,Frado Gaba,Male,49.0,Hyderabad,2026-04-25,New
C01040,Yatan De,Male,49.0,Hyderabad,2025-01-13,New
C01041,Upasna Shukla,Male,35.0,Mumbai,2023-12-25,New
C01042,Qabil Kalla,Female,36.0,Pune,2025-11-17,Returning
C01043,Ekta Kunda,Male,23.0,Kolkata,2026-05-05,New
C01044,Jonathan Pant,Female,34.0,MUMBAI,2025-02-01,New
C01045,Urishilla Varkey,Male,37.0,Delhi,2024-09-10,New
C01046,Ekta Dass,Male,57.0,Ahmedabad,2025-07-02,Returning
C01047,Lohit Nori,Male,61.0,Kolkata,2023-11-28,New
C01048,Vidhi Vaidya,Male,24.0,Chennai,2024-04-21,New
C01049,Girish Seth,Male,42.0,Ahmedabad,2024-04-19,New
C01050,Gauri Chaudhry,Female,60.0,Chennai,2025-06-28,New
C01051,Bachittar Oommen,Male,62.0,Delhi,2026-02-03,Returning
C01052,Nitesh Seshadri,Male,32.0,Mumbai,2025-11-04,New
C01053,Mugdha Shah,Female,30.0,Bangalore,2023-07-31,Returning
C01054,Harsh Jani,Female,47.0,Kolkata,2026-05-03,New
C01055,Idika Lanka,Male,60.0,Chennai,2024-10-14,Returning
C01056,Laksh Karpe,Female,45.0,,2024-05-17,New
C01057,Gabriel Cheema,Female,20.0,Delhi,2025-08-16,New
C01058,Shivani Mand,Male,33.0,Ahmedabad,2025-04-20,Returning
C01059,Jalsa Sen,Female,58.0,Hyderabad,2025-08-10,New
C01060,Shravya Dasgupta,Male,42.0,Chennai,2025-07-05,Returning
C01061,Kritika Sankaran,Male,18.0,Delhi,2024-11-08,New
C01062,Arya Keer,Female,40.0,Hyderabad,2024-03-30,New
C01063,Lajita Varughese,Male,48.0,Hyderabad,2025-04-16,Returning
C01064,Irya Saha,Male,37.0,Mumbai,2025-02-08,New
C01065,Harish Sani,Male,56.0,Ahmedabad,2026-05-23,Returning
C01066,Wyatt Ganguly,Female,,Mumbai,2024-01-31,New
C01067,Advika Sawhney,Male,27.0,Delhi,2024-10-23,New
C01068,Ekaraj Purohit,Female,38.0,Bangalore,2023-11-29,Returning
C01069,Janani Kulkarni,Male,64.0,Kolkata,2024-09-19,New
C01070,Urvashi Sheth,Female,24.0,Bangalore,2023-10-23,New
C01071,Eiravati Chandran,Male,18.0,Ahmedabad,2025-06-27,New
C01072,Owen Tata,Male,37.0,mumbai,2023-07-19,New
C01073,Gunbir Venkataraman,Male,61.0,Ahmedabad,2025-06-23,New
C01074,Triveni Ray,Female,40.0,,2025-09-15,New
C01075,Karan Wagle,Female,34.0,Hyderabad,2025-10-02,New
C01076,Ekta Dara,Female,51.0,Bangalore,2023-08-28,New
C01077,Eta Mital,Male,41.0,MUMBAI,2025-10-31,New
C01078,Lavanya Om,Female,33.0,Kolkata,2023-09-06,New
C01079,Oviya Mitra,Male,60.0,Bangalore,2024-11-26,New
C01080,Harita Chanda,Male,57.0,Pune,2025-12-20,New
C01081,Anay Tak,Male,48.0,Kolkata,2023-07-22,New
C01082,Radhika Shroff,Male,56.0,mumbai,2025-11-07,Returning
C01083,Rehaan Datta,Female,18.0,Hyderabad,2025-12-15,New
C01084,Christopher Panchal,Male,40.0,Hyderabad,2023-08-17,New
C01085,Hemangini Sahota,Male,49.0,,2024-02-07,New
C01086,Luke Saha,Male,38.0,Delhi,2024-08-04,Returning
C01087,Daksha Sidhu,Male,50.0,Chennai,2025-03-14,Returning
C01088,Hritik Bath,Female,48.0,Kolkata,2026-01-28,Returning
C01089,Onkar Bakshi,Female,23.0,Hyderabad,2024-11-08,Returning
C01090,Teerth Kurian,Female,31.0,Hyderabad,2024-08-17,New
C01091,Janya Raja,Female,51.0,Bangalore,2025-10-05,New
C01092,Vedika Bobal,Male,45.0,Bangalore,2024-04-12,New
C01093,Garima Madan,Male,19.0,Delhi,2025-12-30,New
C01094,Janya Mutti,Female,41.0,Bangalore,2025-08-29,Returning
C01095,Gauri Tailor,Female,42.0,Mumbai,2024-03-04,New
C01096,Imaran Ranganathan,Male,46.0,Kolkata,2023-11-21,Returning
C01097,Eesha Guha,Female,54.0,Kolkata,2024-08-20,Returning
C01098,Kamya Walla,Male,62.0,Pune,2025-12-06,Returning
C01099,Baghyawati Nigam,Male,20.0,Bangalore,2024-09-03,New
C01100,Vedika Chana,Male,48.0,Kolkata,2024-08-04,New
C01101,Zayyan Kapur,Male,30.0,Hyderabad,2023-11-02,New
C01102,Vivaan Patil,Female,35.0,Mumbai,2026-05-27,New
C01103,Darsh Chokshi,Male,64.0,Pune,2025-10-15,Returning
C01104,Wazir Narayan,Male,54.0,,2025-10-09,New
C01105,Triveni Dhillon,Female,60.0,Hyderabad,2026-03-24,New
C01106,Zaid Sood,Female,23.0,Mumbai,2024-12-04,New
C01107,Vincent Zachariah,Male,65.0,Delhi,2024-08-21,New
C01108,Anthony Bala,Female,63.0,Mumbai,2024-07-06,Returning
C01109,Bina Pau,Male,29.0,Delhi,2024-06-25,New
C01110,Ria Prashad,Male,46.0,Mumbai,2026-04-01,Returning
C01111,Omisha Ramakrishnan,Male,57.0,Chennai,2025-08-06,New
C01112,Yutika Varghese,Female,42.0,Kolkata,2024-09-18,New
C01113,Brinda Menon,Female,58.0,Pune,2025-02-13,New
C01114,Widisha Upadhyay,Female,54.0,Mumbai,2025-10-03,New
C01115,Falak Nair,Male,19.0,Ahmedabad,2024-11-10,New
C01116,Yadavi Warrior,Male,30.0,Pune,2023-07-01,New
C01117,Aditya Kanda,Male,27.0,Chennai,2024-05-27,New
C01118,Shaurya Chokshi,Male,35.0,,2024-08-25,New
C01119,Manan Choudhary,Female,25.0,Pune,2026-04-16,New
C01120,Radha Atwal,Female,26.0,Ahmedabad,2023-08-26,Returning
C01121,Ikbal Ranganathan,Female,57.0,Mumbai,2024-07-15,New
C01122,Ishaan Rana,Female,50.0,Mumbai,2024-11-06,New
C01123,Mitali Seth,Male,52.0,Mumbai,2024-02-03,New
C01124,Lila Loke,Male,59.0,Chennai,2025-08-11,Returning
C01125,Chakradhar Lall,Female,33.0,Bangalore,2025-05-13,Returning
C01126,Jonathan Kaur,Male,30.0,Pune,2024-06-07,Returning
C01127,Abhimanyu Nadkarni,Male,51.0,Mumbai,2025-06-26,New
C01128,Brinda Dora,Female,44.0,Chennai,2024-06-02,New
C01129,Triveni Edwin,Female,49.0,Chennai,2025-06-11,New
C01130,Pratyush Kade,Female,18.0,Ahmedabad,2024-03-27,New
C01131,Nicholas Krishna,Female,54.0,Ahmedabad,2023-06-16,Returning
C01132,Yug Subramanian,Male,57.0,Hyderabad,2026-02-03,New
C01133,Vasana Bhatnagar,Male,61.0,Chennai,2025-12-19,Returning
C01134,Qabil Merchant,Male,39.0,Kolkata,2025-10-19,New
C01135,Rohan Mangat,Male,32.0,Hyderabad,2024-01-21,New
C01136,Varsha Sethi,Female,58.0,Delhi,2025-06-24,New
C01137,Faqid Prakash,Male,37.0,Hyderabad,2025-03-21,New
C01138,Yashodhara Pillay,Male,35.0,Chennai,2024-02-14,New
C01139,Viraj Warrior,Female,34.0,Mumbai,2025-01-23,New
C01140,Chaman Kunda,Male,44.0,Hyderabad,2025-10-19,New
C01141,Lajita Palan,Male,21.0,Mumbai,2023-10-10,Returning
C01142,Gauri Borah,Male,56.0,Chennai,2023-08-26,Returning
C01143,Osha Nori,Female,21.0,Hyderabad,2024-09-30,New
C01144,Neelima Karnik,Female,32.0,Ahmedabad,2025-05-17,New
C01145,Mohammed Bahl,Female,49.0,MUMBAI,2026-05-12,New
C01146,Jack Luthra,Female,36.0,Hyderabad,2023-07-18,Returning
C01147,Elijah Hans,Male,63.0,Kolkata,2024-09-06,New
C01148,Xalak Mani,Male,52.0,Bangalore,2024-10-11,New
C01149,Caleb Dave,Male,19.0,Hyderabad,2025-05-22,New
C01150,Vasudha Chanda,Female,44.0,Hyderabad,2026-05-12,New
C01151,Zilmil Sahni,Male,51.0,Mumbai,2026-02-27,New
C01152,David Purohit,Female,26.0,Kolkata,2023-12-09,New
C01153,Ucchal Sankar,Female,28.0,Hyderabad,2023-12-11,New
C01154,Anirudh Mody,Male,56.0,Chennai,2025-06-05,Returning
C01155,Ria Ganguly,Male,18.0,Hyderabad,2024-06-06,New
C01156,Janani Radhakrishnan,Female,24.0,Delhi,2024-03-13,New
C01157,Udyati Saini,Female,64.0,Pune,2025-06-21,Returning
C01158,Chaaya Shankar,Male,53.0,Bangalore,2025-07-05,Returning
C01159,Sara Kaur,Male,45.0,Ahmedabad,2025-03-22,New
C01160,Yatan Mannan,Female,46.0,Pune,2024-04-05,New
C01161,Tripti Ganesh,Female,26.0,Kolkata,2023-08-09,New
C01162,Chavvi Parekh,Male,55.0,Delhi,2024-11-08,New
C01163,Saanvi Yohannan,Male,64.0,Kolkata,2026-03-22,Returning
C01164,Yochana Mandal,Male,27.0,Hyderabad,2025-08-24,New
C01165,Darsh Bali,Male,50.0,Pune,2024-04-18,New
C01166,Andrew Bassi,Male,49.0,Kolkata,2025-08-30,New
C01167,Shaurya Chatterjee,Female,37.0,Pune,2026-05-28,New
C01168,Darpan Puri,Female,55.0,Bangalore,2024-01-20,New
C01169,Yatan Gulati,Female,26.0,Hyderabad,2025-04-30,Returning
C01170,Ucchal Babu,Male,20.0,Delhi,2026-05-31,Returning
C01171,Tristan Mand,Female,28.0,Chennai,2024-06-04,New
C01172,Dalbir Shukla,Male,31.0,Chennai,2026-05-10,New
C01173,Avi Deshpande,Male,48.0,Mumbai,2025-12-31,New
C01174,Nitara Mitra,Female,45.0,Delhi,2024-04-25,Returning
C01175,Lipika Mahajan,Female,63.0,Delhi,2023-11-29,Returning
C01176,Lakshmi Tata,Male,45.0,Mumbai,2024-08-23,New
C01177,Ekaraj Deo,Female,24.0,Mumbai,2023-10-07,New
C01178,Jasmit Krishnamurthy,Female,45.0,Kolkata,2024-03-14,New
C01179,Warda Butala,Male,58.0,Ahmedabad,2023-10-09,New
C01180,Reva Arya,Female,49.0,Ahmedabad,2023-09-08,New
C01181,Yashvi Sibal,Male,51.0,Kolkata,2025-06-27,New
C01182,Harish Ratti,Female,53.0,Pune,2025-08-05,New
C01183,Laban Mody,Female,24.0,Delhi,2024-07-22,Returning
C01184,Darpan Baria,Female,43.0,Chennai,2025-09-06,New
C01185,Patrick Ravi,Female,31.0,Ahmedabad,2025-03-09,New
C01186,Tripti Bal,Male,18.0,Kolkata,2024-04-24,Returning
C01187,Jyoti Buch,Female,59.0,Mumbai,2023-09-22,New
C01188,Devika Ahuja,Male,30.0,Delhi,2023-07-01,Returning
C01189,Divya Sarraf,Female,24.0,Bangalore,2024-09-28,New
C01190,Patrick Iyengar,Female,43.0,Kolkata,2025-01-20,New
C01191,Eiravati Ray,Male,51.0,Bangalore,2025-04-02,New
C01192,Ira Tripathi,Female,22.0,Delhi,2025-09-27,Returning
C01193,Matthew Sarkar,Male,64.0,Ahmedabad,2025-10-16,New
C01194,Omkaar Wadhwa,Male,48.0,Mumbai,2024-01-07,Returning
C01195,Logan Chauhan,Male,28.0,Bangalore,2025-08-20,New
C01196,Lakshmi Toor,Female,,Chennai,2026-01-09,New
C01197,Ronith Tailor,Female,26.0,Kolkata,2024-08-31,Returning
C01198,Rehaan Kota,Female,62.0,Hyderabad,2024-10-02,New
C01199,Pavani Sura,Male,25.0,Pune,2026-04-22,New
C01200,Chameli Kalla,Female,51.0,mumbai,2023-08-11,New
C01201,Abdul Kala,Male,24.0,Bangalore,2025-01-16,Returning
C01202,Sara Khurana,Female,23.0,Delhi,2024-02-23,New
C01203,Siddharth Bala,Female,61.0,Pune,2025-01-27,New
C01204,Ayushman Konda,Male,35.0,Chennai,2024-06-10,New
C01205,Ranbir Bora,Female,65.0,Mumbai,2024-06-10,New
C01206,Samesh Oak,Male,45.0,Bangalore,2025-10-03,New
C01207,Yasti Shan,Female,32.0,Delhi,2024-08-31,New
C01208,Amaira Kannan,Male,48.0,Kolkata,2024-10-18,Returning
C01209,Ira Saha,Male,20.0,Delhi,2024-09-10,Returning
C01210,Urvi Shetty,Female,26.0,Mumbai,2026-03-30,New
C01211,Aditya Sridhar,Male,37.0,Mumbai,2023-09-01,New
C01212,Edhitha Deol,Female,53.0,Mumbai,2023-09-24,Returning
C01213,Triya Dhillon,Female,31.0,Hyderabad,2025-03-27,New
C01214,Zaid Joshi,Female,18.0,Delhi,2024-05-18,New
C01215,Nimrat Dayal,Female,43.0,Chennai,2023-09-06,New
C01216,Lucky Gupta,Female,64.0,Bangalore,2024-10-26,New
C01217,Indali Issac,Male,65.0,mumbai,2025-08-08,New
C01218,Anirudh Sharaf,Male,24.0,Bangalore,2025-11-03,New
C01219,Anvi Chhabra,Female,24.0,Hyderabad,2024-01-08,Returning
C01220,Brinda Desai,Female,49.0,Chennai,2024-12-24,Returning
C01221,Samuel Puri,Male,19.0,Delhi,2023-07-16,New
C01222,Jeremiah Gole,Female,51.0,Bangalore,2026-01-04,Returning
C01223,Vyanjana Raju,Female,19.0,Kolkata,2025-04-17,New
C01224,Advay Gala,Female,19.0,Kolkata,2024-02-07,New
C01225,Riya Chhabra,Female,25.0,Bangalore,2024-12-16,New
C01226,Vanya Korpal,Male,58.0,Hyderabad,2023-10-16,Returning
C01227,Ekansh Sani,Female,51.0,Mumbai,2023-12-15,Returning
C01228,Odika Agarwal,Female,31.0,Chennai,2024-08-12,New
C01229,Harini Mahajan,Female,31.0,Bangalore,2024-06-30,Returning
C01230,Mugdha Chatterjee,Female,46.0,Pune,2025-09-25,New
C01231,Tejas Wable,Male,46.0,Kolkata,2025-04-14,New
C01232,Diya Dasgupta,Female,19.0,MUMBAI,2025-06-16,Returning
C01233,Matthew Kota,Male,54.0,Bangalore,2025-01-28,Returning
C01234,Peter Yadav,Male,36.0,Mumbai,2024-11-29,New
C01235,Pooja Chana,Male,20.0,Pune,2025-02-05,New
C01236,Eta Merchant,Female,38.0,Bangalore,2024-04-26,New
C01237,Hritik Singh,Male,52.0,Delhi,2024-05-10,New
C01238,Januja Srinivasan,Female,34.0,Kolkata,2024-08-17,New
C01239,Jeremiah Pau,Male,62.0,Kolkata,2025-09-20,Returning
C01240,Ati Khatri,Male,64.0,Mumbai,2025-05-15,New
C01241,Osha Sani,Male,64.0,Kolkata,2023-09-01,New
C01242,Balhaar Chad,Female,35.0,Kolkata,2025-10-31,New
C01243,Neha Mukherjee,Male,27.0,Chennai,2024-08-26,New
C01244,Aadhya Chaudhry,Male,19.0,Chennai,2024-11-19,New
C01245,Luke Issac,Female,35.0,Chennai,2026-04-25,New
C01246,Vaishnavi Viswanathan,Female,61.0,Hyderabad,2026-05-17,Returning
C01247,Jackson Kapoor,Male,40.0,Pune,2025-05-22,Returning
C01248,Yashvi Bir,Male,50.0,Kolkata,2025-07-24,New
C01249,Chaitanya Sankaran,Female,19.0,Ahmedabad,2026-06-10,New
C01250,Christopher Arora,Female,33.0,Kolkata,2024-01-23,New
C01251,Aahana Dugal,Male,48.0,Chennai,2026-05-08,New
C01252,Nidhi Gaba,Male,56.0,Bangalore,2024-05-21,New
C01253,Rachita Vaidya,Male,65.0,Mumbai,2025-10-24,New
C01254,Ekaraj Minhas,Female,24.0,Delhi,2024-05-24,New
C01255,Ojas Varty,Male,62.0,Delhi,2025-02-11,Returning
C01256,Aachal Chaudhari,Female,56.0,Delhi,2026-02-04,New
C01257,Ronith Sandhu,Male,26.0,Mumbai,2025-11-21,Returning
C01258,Ganga Jain,Male,62.0,mumbai,2023-11-15,New
C01259,Ekavir Murty,Female,61.0,Delhi,2024-12-24,New
C01260,Xavier Majumdar,Male,27.0,Mumbai,2024-10-31,Returning
C01261,Nathaniel Savant,Male,59.0,Mumbai,2024-11-15,Returning
C01262,Max Sunder,Male,29.0,Kolkata,2025-12-07,New
C01263,Ranveer Venkataraman,Female,33.0,Ahmedabad,2026-03-18,New
C01264,Benjamin Deshmukh,Female,46.0,Delhi,2025-02-08,Returning
C01265,Dipta Dhillon,Male,45.0,Delhi,2024-02-12,New
C01266,Yash Tiwari,Female,42.0,Chennai,2023-08-21,New
C01267,Christopher Kamdar,Male,28.0,Kolkata,2024-06-09,Returning
C01268,Azad Padmanabhan,Male,56.0,Pune,2023-12-03,New
C01269,Jeet Rai,Male,59.0,Chennai,2023-11-25,New
C01270,Wazir Mammen,Male,43.0,Chennai,2025-05-18,New
C01271,Manya Bahl,Female,58.0,Bangalore,2024-04-10,New
C01272,Jyoti Seth,Female,49.0,Chennai,2023-11-06,New
C01273,Sanaya Gandhi,Female,48.0,Hyderabad,2025-04-29,New
C01274,Quincy Jayaraman,Male,65.0,Mumbai,2026-02-09,New
C01275,Kavya Hans,Female,64.0,Pune,2025-05-13,New
C01276,Zansi Acharya,Male,33.0,Delhi,2025-01-20,Returning
C01277,Wriddhish Chaudhary,Female,21.0,Hyderabad,2026-02-11,New
C01278,Lila Nagi,Female,38.0,Chennai,2025-01-06,Returning
C01279,Thomas Mani,Male,37.0,mumbai,2023-08-16,Returning
C01280,Harshil Mitter,Male,23.0,Chennai,2023-10-19,New
C01281,Janaki Rao,Male,53.0,Ahmedabad,2024-12-04,New
C01282,Kamya Baria,Male,59.0,Chennai,2024-10-13,Returning
C01283,Panini Aggarwal,Female,49.0,Kolkata,2023-10-01,New
C01284,Lavanya Agarwal,Male,24.0,Chennai,2024-10-29,Returning
C01285,Lipika Kurian,Male,47.0,Kolkata,2023-06-14,New
C01286,Noah Sandhu,Male,54.0,Kolkata,2024-03-21,Returning
C01287,Timothy Bajaj,Female,20.0,Mumbai,2024-01-14,New
C01288,Qabil Sarkar,Male,47.0,Delhi,2023-08-31,Returning
C01289,Ati Pall,Female,30.0,Ahmedabad,2026-05-20,Returning
C01290,Warjas Taneja,Male,28.0,Ahmedabad,2025-04-06,New
C01291,Sarthak Prabhakar,Male,59.0,Hyderabad,2025-07-19,New
C01292,Anamika Krishnamurthy,Female,36.0,Hyderabad,2024-09-12,Returning
C01293,Ekiya Choudhary,Male,65.0,Ahmedabad,2025-11-13,New
C01294,Aahana Pandya,Male,22.0,Pune,2023-11-25,New
C01295,Shivani Char,Female,41.0,Pune,2026-03-28,Returning
